threshold_C,precision,recall,f1
51.05,0.7320471596998929,0.6976506639427987,0.7144351464435146
51.06,0.7325456498388829,0.6966292134831461,0.7141361256544503
51.07,0.734341252699784,0.6945863125638406,0.7139107611548555
51.08,0.7348484848484849,0.693564862104188,0.7136100893326327
51.1,0.7336956521739131,0.6894790602655771,0.7109004739336494
51.11,0.73449401523395,0.6894790602655771,0.7112750263435194
51.12,0.7339149400218102,0.6874361593462717,0.709915611814346
51.13,0.7338444687842278,0.6843718079673136,0.7082452431289641
51.14,0.7370737073707371,0.6843718079673136,0.7097457627118644
51.15,0.7386990077177509,0.6843718079673136,0.7104984093319194
51.16,0.7403314917127072,0.6843718079673136,0.7112526539278131
51.17,0.7416851441241685,0.6833503575076609,0.7113237639553429
51.18,0.7433333333333333,0.6833503575076609,0.7120808940926024
51.2,0.743047830923248,0.6823289070480082,0.7113951011714591
51.21,0.7444196428571429,0.6813074565883555,0.7114666666666667
51.22,0.743847874720358,0.6792645556690501,0.7100907634810465
51.23,0.7435610302351624,0.6782431052093973,0.7094017094017093
