threshold_C,precision,recall,f1,accuracy,tp,fp,fn,tn
69.84,0.9895470383275261,0.2900919305413687,0.44865718799368093,0.5534229046705055,284,3,695,581
69.86,0.9895104895104895,0.28907048008171604,0.4474308300395257,0.5527831094049904,283,3,696,581
70.1,0.9894366197183099,0.2870275791624106,0.4449722882026919,0.5515035188739603,281,3,698,581
70.12,0.9893617021276596,0.2849846782431052,0.44250594766058676,0.5502239283429302,279,3,700,581
70.15,0.9893238434163701,0.2839632277834525,0.4412698412698412,0.5495841330774153,278,3,701,581
70.16,0.9891696750902527,0.27987742594484166,0.4363057324840764,0.5470249520153551,274,3,705,581
70.17,0.9891304347826086,0.278855975485189,0.4350597609561753,0.54638515674984,273,3,706,581
70.19,0.9890510948905109,0.27681307456588355,0.43256185155626503,0.54510556621881,271,3,708,581
70.26,0.989010989010989,0.27579162410623087,0.4313099041533547,0.544465770953295,270,3,709,581
70.27,0.9889705882352942,0.27477017364657813,0.43005595523581136,0.5438259756877799,269,3,710,581
70.31,0.988929889298893,0.27374872318692545,0.4288,0.5431861804222649,268,3,711,581
70.32,0.9888888888888889,0.2727272727272727,0.4275420336269015,0.5425463851567498,267,3,712,581
70.6,0.9888475836431226,0.27170582226762,0.4262820512820513,0.5419065898912349,266,3,713,581
70.71,0.9888059701492538,0.27068437180796734,0.4250200481154771,0.5412667946257198,265,3,714,581
70.78,0.9887640449438202,0.2696629213483146,0.4237560192616372,0.5406269993602048,264,3,715,581
70.79,0.9887218045112782,0.2686414708886619,0.42248995983935744,0.5399872040946897,263,3,716,581
70.91,0.9886792452830189,0.2676200204290092,0.42122186495176844,0.5393474088291746,262,3,717,581
70.96,0.9886363636363636,0.2665985699693565,0.419951729686243,0.5387076135636596,261,3,718,581
71.1,0.9885931558935361,0.26557711950970375,0.41867954911433164,0.5380678182981445,260,3,719,581
71.13,0.9885496183206107,0.26455566905005107,0.4174053182917002,0.5374280230326296,259,3,720,581
71.14,0.9885057471264368,0.2635342185903984,0.4161290322580645,0.5367882277671145,258,3,721,581
71.28,0.9884615384615385,0.26251276813074564,0.41485068603712666,0.5361484325015995,257,3,722,581
71.31,0.9883720930232558,0.2604698672114402,0.41228779304769597,0.5348688419705694,255,3,724,581
71.34,0.9883268482490273,0.25944841675178754,0.4110032362459547,0.5342290467050543,254,3,725,581
71.35,0.98828125,0.25842696629213485,0.40971659919028347,0.5335892514395394,253,3,726,581
71.41,0.9882352941176471,0.2574055158324821,0.4084278768233387,0.5329494561740243,252,3,727,581
71.46,0.9881889763779528,0.25638406537282943,0.4071370640713707,0.5323096609085093,251,3,728,581
71.48,0.9881422924901185,0.2553626149131767,0.4058441558441558,0.5316698656429942,250,3,729,581
71.64,0.9880952380952381,0.254341164453524,0.40454914703493094,0.5310300703774792,249,3,730,581
71.7,0.9880478087649402,0.2533197139938713,0.4032520325203252,0.5303902751119641,248,3,731,581
71.71,0.9879518072289156,0.2512768130745659,0.4006514657980456,0.5291106845809341,246,3,733,581
71.78,0.9879032258064516,0.25025536261491316,0.39934800325998365,0.5284708893154191,245,3,734,581
71.84,0.9878542510121457,0.24923391215526047,0.39804241435562804,0.527831094049904,244,3,735,581
71.88,0.9878048780487805,0.24821246169560776,0.39673469387755095,0.527191298784389,243,3,736,581
72.0,0.9877551020408163,0.24719101123595505,0.3954248366013072,0.5265515035188739,242,3,737,581
72.03,0.9876543209876543,0.24514811031664965,0.3927986906710311,0.5252719129878439,240,3,739,581
72.08,0.987603305785124,0.24412665985699694,0.39148239148239145,0.5246321177223289,239,3,740,581
72.18,0.9875518672199171,0.24310520939734423,0.39016393442622954,0.5239923224568138,238,3,741,581
72.19,0.9875,0.24208375893769152,0.3888433141919606,0.5233525271912988,237,3,742,581
72.2,0.9874476987447699,0.2410623084780388,0.3875205254515599,0.5227127319257837,236,3,743,581
72.23,0.9873949579831933,0.24004085801838612,0.3861955628594906,0.5220729366602687,235,3,744,581
72.24,0.9873417721518988,0.2390194075587334,0.3848684210526316,0.5214331413947537,234,3,745,581
72.26,0.9872881355932204,0.2379979570990807,0.3835390946502058,0.5207933461292387,233,3,746,581
72.28,0.9872340425531915,0.236976506639428,0.38220757825370677,0.5201535508637236,232,3,747,581
72.29,0.9871794871794872,0.23595505617977527,0.3808738664468261,0.5195137555982086,231,3,748,581
72.32,0.9871244635193133,0.23493360572012256,0.3795379537953795,0.5188739603326935,230,3,749,581
72.36,0.987012987012987,0.23289070480081717,0.3768595041322314,0.5175943698016635,228,3,751,581
72.39,0.9869565217391304,0.23186925434116445,0.37551695616211744,0.5169545745361485,227,3,752,581
72.43,0.9868995633187773,0.23084780388151174,0.37417218543046354,0.5163147792706334,226,3,753,581
72.46,0.9868421052631579,0.22982635342185903,0.3728251864125932,0.5156749840051184,225,3,754,581
72.47,0.986784140969163,0.22880490296220635,0.37147595356550583,0.5150351887396033,224,3,755,581
72.54,0.9866666666666667,0.22676200204290092,0.3687707641196013,0.5137555982085733,222,3,757,581
72.56,0.9866071428571429,0.2257405515832482,0.3674147963424772,0.5131158029430583,221,3,758,581
72.59,0.9865470852017937,0.2247191011235955,0.36605657237936773,0.5124760076775432,220,3,759,581
72.6,0.9864864864864865,0.2236976506639428,0.3646960865945046,0.5118362124120281,219,3,760,581
72.66,0.9864253393665159,0.2226762002042901,0.36333333333333334,0.5111964171465131,218,3,761,581
72.7,0.9863636363636363,0.2216547497446374,0.3619683069224353,0.510556621880998,217,3,762,581
72.71,0.9863013698630136,0.22063329928498468,0.3606010016694491,0.5099168266154831,216,3,763,581
72.76,0.9862385321100917,0.21961184882533197,0.3592314118629908,0.509277031349968,215,3,764,581
72.84,0.9861751152073732,0.21859039836567926,0.35785953177257523,0.508637236084453,214,3,765,581
72.9,0.985981308411215,0.21552604698672115,0.35373009220452645,0.5067178502879078,211,3,768,581
72.92,0.9859154929577465,0.21450459652706844,0.3523489932885906,0.5060780550223928,210,3,769,581
72.97,0.985781990521327,0.212461695607763,0.3495798319327731,0.5047984644913628,208,3,771,581
73.01,0.9857142857142858,0.21144024514811033,0.3481917577796468,0.5041586692258477,207,3,772,581
73.04,0.9856459330143541,0.21041879468845762,0.3468013468013468,0.5035188739603327,206,3,773,581
73.08,0.9855072463768116,0.2083758937691522,0.3440134907251265,0.5022392834293026,204,3,775,581
73.11,0.9853658536585366,0.20633299284984677,0.3412162162162162,0.5009596928982726,202,3,777,581
73.12,0.9852941176470589,0.20531154239019409,0.33981403212172445,0.5003198976327575,201,3,778,581
73.18,0.9851485148514851,0.20326864147088866,0.3370025402201524,0.4990403071017274,199,3,780,581
73.21,0.985,0.20122574055158324,0.33418150975402877,0.49776071657069737,197,3,782,581
73.26,0.9849246231155779,0.20020429009193055,0.33276740237691005,0.4971209213051823,196,3,783,581
73.28,0.9848484848484849,0.19918283963227784,0.33135089209855567,0.4964811260396673,195,3,784,581
73.44,0.9846938775510204,0.19713993871297242,0.3285106382978723,0.4952015355086372,193,3,786,581
73.5,0.9846153846153847,0.1961184882533197,0.3270868824531516,0.4945617402431222,192,3,787,581
73.54,0.9845360824742269,0.195097037793667,0.32566069906223355,0.49392194497760716,191,3,788,581
73.62,0.9844559585492227,0.1940755873340143,0.3242320819112628,0.4932821497120921,190,3,789,581
73.66,0.984375,0.1930541368743616,0.322801024765158,0.4926423544465771,189,3,790,581
73.72,0.9842931937172775,0.1920326864147089,0.32136752136752134,0.49200255918106206,188,3,791,581
73.9,0.9842105263157894,0.19101123595505617,0.31993156544054746,0.491362763915547,187,3,792,581
74.01,0.9841269841269841,0.18998978549540346,0.3184931506849315,0.490722968650032,186,3,793,581
74.03,0.9840425531914894,0.18896833503575078,0.3170522707797772,0.49008317338451696,185,3,794,581
74.19,0.983957219251337,0.18794688457609807,0.3156089193825043,0.4894433781190019,184,3,795,581
74.2,0.9838709677419355,0.18692543411644535,0.3141630901287554,0.4888035828534869,183,3,796,581
74.25,0.9837837837837838,0.18590398365679264,0.31271477663230235,0.48816378758797185,182,3,797,581
74.28,0.9836956521739131,0.18488253319713993,0.3112639724849527,0.4875239923224568,181,3,798,581
74.33,0.9836065573770492,0.18386108273748722,0.3098106712564544,0.4868841970569418,180,3,799,581
74.35,0.9835164835164835,0.18283963227783454,0.30835486649440136,0.48624440179142675,179,3,800,581
74.42,0.9834254143646409,0.18181818181818182,0.306896551724138,0.4856046065259117,178,3,801,581
74.45,0.9833333333333333,0.1807967313585291,0.30543572044866263,0.4849648112603967,177,3,802,581
74.54,0.9832402234636871,0.1797752808988764,0.303972366148532,0.48432501599488165,176,3,803,581
74.55,0.9831460674157303,0.1787538304392237,0.30250648228176313,0.4836852207293666,175,3,804,581
74.58,0.9829545454545454,0.1767109295199183,0.2995670995670996,0.48240563019833654,173,3,806,581
74.62,0.9827586206896551,0.17466802860061287,0.2966175195143105,0.48112603966730644,171,3,808,581
74.66,0.9826589595375722,0.17364657814096016,0.2951388888888889,0.48048624440179144,170,3,809,581
74.74,0.9825581395348837,0.17262512768130744,0.2936576889661164,0.4798464491362764,169,3,810,581
74.89,0.9824561403508771,0.17160367722165476,0.2921739130434783,0.47920665387076133,168,3,811,581
74.93,0.9823529411764705,0.17058222676200205,0.2906875543951262,0.47856685860524634,167,3,812,581
74.97,0.9822485207100592,0.16956077630234934,0.28919860627177696,0.4779270633397313,166,3,813,581
74.98,0.9821428571428571,0.16853932584269662,0.28770706190061024,0.47728726807421623,165,3,814,581
75.02,0.9820359281437125,0.1675178753830439,0.2862129144851658,0.47664747280870123,164,3,815,581
75.07,0.9819277108433735,0.16649642492339123,0.28471615720524013,0.4760076775431862,163,3,816,581
75.14,0.9818181818181818,0.16547497446373852,0.28321678321678323,0.4753678822776711,162,3,817,581
75.28,0.9817073170731707,0.1644535240040858,0.28171478565179353,0.47472808701215613,161,3,818,581
75.3,0.9815950920245399,0.1634320735444331,0.28021015761821366,0.4740882917466411,160,3,819,581
75.31,0.9814814814814815,0.16241062308478038,0.2787028921998247,0.473448496481126,159,3,820,581
75.33,0.9813664596273292,0.16138917262512767,0.2771929824561403,0.472808701215611,158,3,821,581
75.38,0.9811320754716981,0.15934627170582227,0.2741652021089631,0.4715291106845809,156,3,823,581
75.39,0.9810126582278481,0.15832482124616956,0.2726473175021988,0.4708893154190659,155,3,824,581
75.48,0.9872611464968153,0.15832482124616956,0.272887323943662,0.4715291106845809,155,2,824,582
75.6,0.9871794871794872,0.15730337078651685,0.27136563876651987,0.4708893154190659,154,2,825,582
75.62,0.987012987012987,0.15526046986721145,0.2683142100617829,0.4696097248880358,152,2,827,582
75.65,0.9869281045751634,0.15423901940755874,0.26678445229681985,0.4689699296225208,151,2,828,582
75.72,0.9868421052631579,0.15321756894790603,0.26525198938992045,0.46833013435700577,150,2,829,582
75.85,0.9867549668874173,0.15219611848825332,0.263716814159292,0.4676903390914907,149,2,830,582
75.98,0.9866666666666667,0.1511746680286006,0.26217891939769705,0.46705054382597566,148,2,831,582
76.05,0.9865771812080537,0.1501532175689479,0.2606382978723404,0.46641074856046066,147,2,832,582
76.1,0.9864864864864865,0.1491317671092952,0.259094942324756,0.4657709532949456,146,2,833,582
76.19,0.9863945578231292,0.1481103166496425,0.25754884547069273,0.46513115802943056,145,2,834,582
76.2,0.9863013698630136,0.1470888661899898,0.256,0.46449136276391556,144,2,835,582
76.3,0.9862068965517241,0.14606741573033707,0.25444839857651247,0.4638515674984005,143,2,836,582
76.31,0.9861111111111112,0.14504596527068436,0.2528940338379341,0.46321177223288545,142,2,837,582
76.32,0.986013986013986,0.14402451481103168,0.25133689839572193,0.46257197696737046,141,2,838,582
76.39,0.9859154929577465,0.14300306435137897,0.2497769848349688,0.4619321817018554,140,2,839,582
76.41,0.9858156028368794,0.14198161389172625,0.2482142857142857,0.46129238643634035,139,2,840,582
76.47,0.9857142857142858,0.14096016343207354,0.24664879356568364,0.46065259117082535,138,2,841,582
76.54,0.9856115107913669,0.13993871297242083,0.24508050089445438,0.4600127959053103,137,2,842,582
76.72,0.9855072463768116,0.13891726251276812,0.243509400179051,0.45937300063979525,136,2,843,582
76.74,0.9850746268656716,0.1348314606741573,0.23719676549865223,0.45681381957773515,132,2,847,582
76.82,0.9849624060150376,0.1338100102145046,0.23561151079136688,0.4561740243122201,131,2,848,582
76.92,0.9848484848484849,0.13278855975485188,0.234023402340234,0.45553422904670504,130,2,849,582
77.06,0.9847328244274809,0.1317671092951992,0.23243243243243242,0.45489443378119004,129,2,850,582
77.09,0.9846153846153847,0.13074565883554648,0.2308385933273219,0.454254638515675,128,2,851,582
77.17,0.9844961240310077,0.12972420837589377,0.22924187725631767,0.45361484325015994,127,2,852,582
77.22,0.984251968503937,0.12768130745658834,0.22603978300180833,0.4523352527191299,125,2,854,582
77.28,0.9838709677419355,0.12461695607763024,0.22121486854034453,0.4504158669225848,122,2,857,582
77.3,0.983739837398374,0.12359550561797752,0.21960072595281305,0.44977607165706973,121,2,858,582
77.32,0.9836065573770492,0.12257405515832483,0.21798365122615806,0.4491362763915547,120,2,859,582
77.37,0.9834710743801653,0.12155260469867211,0.21636363636363634,0.4484964811260397,119,2,860,582
77.49,0.9833333333333333,0.1205311542390194,0.21474067333939945,0.44785668586052463,118,2,861,582
77.56,0.9831932773109243,0.1195097037793667,0.21311475409836064,0.4472168905950096,117,2,862,582
77.65,0.9830508474576272,0.118488253319714,0.211485870556062,0.4465770953294946,116,2,863,582
77.67,0.9829059829059829,0.11746680286006128,0.20985401459854014,0.4459373000639795,115,2,864,582
77.68,0.9827586206896551,0.11644535240040858,0.20821917808219176,0.44529750479846447,114,2,865,582
77.72,0.9826086956521739,0.11542390194075587,0.20658135283363804,0.4446577095329495,113,2,866,582
77.74,0.9824561403508771,0.11440245148110317,0.20494053064958828,0.4440179142674344,112,2,867,582
77.82,0.9823008849557522,0.11338100102145046,0.2032967032967033,0.44337811900191937,111,2,868,582
77.86,0.9821428571428571,0.11235955056179775,0.2016498625114574,0.44273832373640437,110,2,869,582
77.88,0.9819819819819819,0.11133810010214505,0.2,0.4420985284708893,109,2,870,582
77.92,0.9818181818181818,0.11031664964249234,0.1983471074380165,0.44145873320537427,108,2,871,582
77.93,0.9814814814814815,0.10827374872318693,0.19503219871205152,0.4401791426743442,106,2,873,582
78.13,0.9813084112149533,0.10725229826353422,0.19337016574585636,0.43953934740882916,105,2,874,582
78.15,0.9811320754716981,0.1062308478038815,0.19170506912442395,0.43889955214331416,104,2,875,582
78.21,0.9809523809523809,0.10520939734422881,0.19003690036900367,0.4382597568777991,103,2,876,582
78.4,0.9805825242718447,0.10316649642492338,0.18669131238447317,0.43698016634676906,101,2,878,582
78.41,0.98,0.10010214504596528,0.18164967562557924,0.4350607805502239,98,2,881,582
78.42,0.9797979797979798,0.09908069458631256,0.17996289424860853,0.4344209852847089,97,2,882,582
78.43,0.9795918367346939,0.09805924412665985,0.17827298050139273,0.43378119001919385,96,2,883,582
78.46,0.979381443298969,0.09703779366700716,0.17657992565055763,0.4331413947536788,95,2,884,582
78.5,0.9789473684210527,0.09499489274770173,0.17318435754189945,0.43186180422264875,93,2,886,582
78.54,0.9787234042553191,0.09397344228804903,0.17148182665424047,0.4312220089571337,92,2,887,582
78.58,0.978494623655914,0.09295199182839632,0.16977611940298507,0.4305822136916187,91,2,888,582
78.64,0.9782608695652174,0.09193054136874361,0.1680672268907563,0.42994241842610365,90,2,889,582
78.67,0.978021978021978,0.09090909090909091,0.16635514018691588,0.4293026231605886,89,2,890,582
78.74,0.9772727272727273,0.08784473953013279,0.16119962511715089,0.4273832373640435,86,2,893,582
78.75,0.9767441860465116,0.08580183861082738,0.15774647887323945,0.42610364683301344,84,2,895,582
79.06,0.9764705882352941,0.08478038815117467,0.15601503759398497,0.4254638515674984,83,2,896,582
79.25,0.9761904761904762,0.08375893769152196,0.15428033866415805,0.4248240563019834,82,2,897,582
79.27,0.9759036144578314,0.08273748723186926,0.15254237288135594,0.42418426103646834,81,2,898,582
79.36,0.975609756097561,0.08171603677221655,0.15080113100848258,0.4235444657709533,80,2,899,582
79.61,0.9753086419753086,0.08069458631256383,0.1490566037735849,0.4229046705054383,79,2,900,582
79.71,0.975,0.07967313585291114,0.14730878186968838,0.42226487523992323,78,2,901,582
79.84,0.9746835443037974,0.07865168539325842,0.14555765595463135,0.4216250799744082,77,2,902,582
79.85,0.9743589743589743,0.07763023493360573,0.1438032166508988,0.4209852847088932,76,2,903,582
79.88,0.974025974025974,0.07660878447395301,0.14204545454545456,0.42034548944337813,75,2,904,582
79.89,0.9736842105263158,0.0755873340143003,0.14028436018957346,0.4197056941778631,74,2,905,582
80.07,0.9733333333333334,0.0745658835546476,0.13851992409867173,0.419065898912348,73,2,906,582
80.12,0.972972972972973,0.0735444330949949,0.13675213675213677,0.418426103646833,72,2,907,582
80.16,0.9726027397260274,0.07252298263534218,0.13498098859315588,0.417786308381318,71,2,908,582
80.2,0.9722222222222222,0.07150153217568948,0.13320647002854424,0.4171465131158029,70,2,909,582
80.32,0.971830985915493,0.07048008171603677,0.13142857142857142,0.4165067178502879,69,2,910,582
80.43,0.9714285714285714,0.06945863125638406,0.12964728312678742,0.41586692258477287,68,2,911,582
80.56,0.9710144927536232,0.06843718079673136,0.12786259541984735,0.4152271273192578,67,2,912,582
80.63,0.9705882352941176,0.06741573033707865,0.1260744985673352,0.4145873320537428,66,2,913,582
80.66,0.9701492537313433,0.06639427987742594,0.124282982791587,0.41394753678822777,65,2,914,582
80.74,0.9696969696969697,0.06537282941777324,0.12248803827751194,0.4133077415227127,64,2,915,582
80.75,0.9692307692307692,0.06435137895812053,0.12068965517241377,0.4126679462571977,63,2,916,582
80.88,0.9682539682539683,0.06230847803881512,0.11708253358925144,0.4113883557261676,61,2,918,582
81.04,0.9672131147540983,0.0602655771195097,0.11346153846153845,0.41010876519513756,59,2,920,582
81.1,0.9666666666666667,0.059244126659857,0.11164581328200193,0.4094689699296225,58,2,921,582
81.19,0.9655172413793104,0.05720122574055159,0.10800385728061718,0.40818937939859246,56,2,923,582
81.21,0.9649122807017544,0.056179775280898875,0.10617760617760617,0.4075495841330774,55,2,924,582
81.28,0.9642857142857143,0.05515832482124617,0.1043478260869565,0.4069097888675624,54,2,925,582
81.39,0.9636363636363636,0.054136874361593465,0.10251450676982592,0.40626999360204735,53,2,926,582
81.48,0.9629629629629629,0.05311542390194075,0.10067763794772507,0.4056301983365323,52,2,927,582
81.51,0.9622641509433962,0.05209397344228805,0.09883720930232558,0.4049904030710173,51,2,928,582
81.61,0.9615384615384616,0.05107252298263534,0.09699321047526674,0.40435060780550225,50,2,929,582
81.64,0.9607843137254902,0.05005107252298264,0.09514563106796116,0.4037108125399872,49,2,930,582
81.73,0.96,0.049029622063329927,0.09329446064139942,0.40307101727447214,48,2,931,582
81.78,0.9591836734693877,0.04800817160367722,0.09143968871595329,0.40243122200895715,47,2,932,582
81.99,0.9791666666666666,0.04800817160367722,0.09152872444011684,0.40307101727447214,47,1,932,583
82.1,0.9787234042553191,0.04698672114402452,0.08966861598440547,0.40243122200895715,46,1,933,583
82.11,0.9782608695652174,0.045965270684371805,0.08780487804878048,0.4017914267434421,45,1,934,583
82.12,0.9777777777777777,0.0449438202247191,0.0859375,0.40115163147792704,44,1,935,583
82.18,0.9772727272727273,0.043922369765066395,0.08406647116324535,0.40051183621241204,43,1,936,583
82.42,0.9767441860465116,0.04290091930541369,0.08219178082191782,0.399872040946897,42,1,937,583
82.43,0.9761904761904762,0.04187946884576098,0.08031341821743387,0.39923224568138194,41,1,938,583
82.44,0.975609756097561,0.04085801838610827,0.0784313725490196,0.39859245041586694,40,1,939,583
82.5,0.975,0.03983656792645557,0.07654563297350345,0.3979526551503519,39,1,940,583
82.57,0.9743589743589743,0.03881511746680286,0.07465618860510806,0.39731285988483683,38,1,941,583
82.64,0.9736842105263158,0.03779366700715015,0.0727630285152409,0.39667306461932184,37,1,942,583
82.92,0.972972972972973,0.03677221654749745,0.07086614173228346,0.3960332693538068,36,1,943,583
83.06,0.9714285714285714,0.03472931562819203,0.06706114398422092,0.39475367882277673,34,1,945,583
83.07,0.9705882352941176,0.033707865168539325,0.06515301085883514,0.3941138835572617,33,1,946,583
83.09,0.9696969696969697,0.03268641470888662,0.06324110671936758,0.3934740882917466,32,1,947,583
83.14,1.0,0.03268641470888662,0.0633036597428289,0.3941138835572617,32,0,947,584
83.16,1.0,0.031664964249233915,0.06138613861386139,0.3934740882917466,31,0,948,584
83.23,1.0,0.030643513789581207,0.05946481665014866,0.39283429302623163,30,0,949,584
83.24,1.0,0.0296220633299285,0.05753968253968254,0.3921944977607166,29,0,950,584
83.56,1.0,0.028600612870275793,0.055610724925521354,0.3915547024952015,28,0,951,584
83.68,1.0,0.027579162410623085,0.05367793240556659,0.3909149072296865,27,0,952,584
83.71,1.0,0.026557711950970377,0.051741293532338306,0.3902751119641715,26,0,953,584
83.72,1.0,0.02553626149131767,0.049800796812749,0.3896353166986564,25,0,954,584
84.02,1.0,0.024514811031664963,0.047856430707876374,0.3889955214331414,24,0,955,584
84.37,1.0,0.02349336057201226,0.04590818363273454,0.38835572616762637,23,0,956,584
84.77,1.0,0.021450459652706845,0.04200000000000001,0.38707613563659626,21,0,958,584
84.94,1.0,0.020429009193054137,0.04004004004004004,0.38643634037108127,20,0,959,584
85.06,1.0,0.01940755873340143,0.03807615230460922,0.3857965451055662,19,0,960,584
85.75,1.0,0.018386108273748723,0.03610832497492478,0.38515674984005116,18,0,961,584
85.93,1.0,0.017364657814096015,0.03413654618473895,0.38451695457453616,17,0,962,584
86.01,1.0,0.01634320735444331,0.0321608040201005,0.3838771593090211,16,0,963,584
86.09,1.0,0.015321756894790603,0.03018108651911469,0.38323736404350606,15,0,964,584
86.15,1.0,0.014300306435137897,0.028197381671701913,0.38259756877799106,14,0,965,584
86.19,1.0,0.013278855975485188,0.026209677419354836,0.381957773512476,13,0,966,584
86.27,1.0,0.012257405515832482,0.02421796165489405,0.38131797824696095,12,0,967,584
86.29,1.0,0.011235955056179775,0.02222222222222222,0.38067818298144596,11,0,968,584
86.3,1.0,0.010214504596527068,0.020222446916076844,0.3800383877159309,10,0,969,584
86.33,1.0,0.009193054136874362,0.01821862348178138,0.37939859245041585,9,0,970,584
86.59,1.0,0.008171603677221655,0.016210739614994935,0.37875879718490085,8,0,971,584
87.17,1.0,0.007150153217568948,0.014198782961460448,0.3781190019193858,7,0,972,584
87.37,1.0,0.006128702757916241,0.012182741116751269,0.37747920665387075,6,0,973,584
87.53,1.0,0.005107252298263534,0.01016260162601626,0.37683941138835575,5,0,974,584
87.6,1.0,0.0040858018386108275,0.008138351983723298,0.3761996161228407,4,0,975,584
88.57,1.0,0.0030643513789581204,0.006109979633401222,0.37555982085732564,3,0,976,584
89.08,1.0,0.0020429009193054137,0.004077471967380224,0.37492002559181065,2,0,977,584
90.12,1.0,0.0010214504596527069,0.0020408163265306124,0.3742802303262956,1,0,978,584
