threshold_ddg_kcal_mol,precision,recall,f1,accuracy,tp,fp,fn,tn
1.6304341469519112,0.27303754266211605,0.9523809523809523,0.42440318302387264,0.3512705530642751,160,426,8,75
1.6257982267472295,0.27350427350427353,0.9523809523809523,0.4249667994687915,0.35276532137518696,160,425,8,76
1.624531358891156,0.2722602739726027,0.9464285714285714,0.42287234042553185,0.351270553064275,159,425,9,76
1.620364885324487,0.2727272727272727,0.9464285714285714,0.42343541944074564,0.35276532137518674,159,424,9,77
1.604577512209909,0.27319587628865977,0.9464285714285714,0.424,0.35426008968609857,159,423,9,78
1.604245653893014,0.2736660929432014,0.9464285714285714,0.42456608811749,0.35575485799701045,159,422,9,79
1.6041986005945759,0.27413793103448275,0.9464285714285714,0.42513368983957217,0.3572496263079222,159,421,9,80
1.603695556164084,0.27461139896373055,0.9464285714285714,0.42570281124497994,0.35874439461883406,159,420,9,81
1.5994406056391224,0.2750865051903114,0.9464285714285714,0.42627345844504017,0.3602391629297459,159,419,9,82
1.5949993740279165,0.2738301559792028,0.9404761904761905,0.42416107382550333,0.3587443946188342,158,419,10,82
1.5940411954510194,0.2725694444444444,0.9345238095238095,0.4220430107526882,0.3572496263079222,157,419,11,82
1.5924185117118022,0.27304347826086955,0.9345238095238095,0.4226110363391655,0.358744394618834,157,418,11,83
1.5906741909721924,0.2735191637630662,0.9345238095238095,0.4231805929919137,0.3602391629297458,157,417,11,84
1.5792766294544116,0.27399650959860383,0.9345238095238095,0.42375168690958165,0.3617339312406577,157,416,11,85
1.5791310736062718,0.2744755244755245,0.9345238095238095,0.4243243243243244,0.3632286995515695,157,415,11,86
1.5644668560772557,0.27495621716287216,0.9345238095238095,0.4248985115020298,0.36472346786248133,157,414,11,87
1.5613542869963217,0.2736842105263158,0.9285714285714286,0.4227642276422765,0.3632286995515695,156,414,12,87
1.5596884081580626,0.2741652021089631,0.9285714285714286,0.4233378561736771,0.3647234678624814,156,413,12,88
1.5596114661764098,0.2746478873239437,0.9285714285714286,0.42391304347826086,0.3662182361733933,156,412,12,89
1.5591196947774033,0.2751322751322751,0.9285714285714286,0.42448979591836733,0.36771300448430494,156,411,12,90
1.5575819242750466,0.2756183745583039,0.9285714285714286,0.42506811989100823,0.3692077727952167,156,410,12,91
1.5491730477302947,0.2761061946902655,0.9285714285714286,0.4256480218281037,0.3707025411061285,156,409,12,92
1.5476967133000148,0.2765957446808511,0.9285714285714286,0.42622950819672134,0.37219730941704043,156,408,12,93
1.5362151358905827,0.27708703374777977,0.9285714285714286,0.426812585499316,0.37369207772795215,156,407,12,94
1.52021728128491,0.2775800711743772,0.9285714285714286,0.4273972602739726,0.3751868460388639,156,406,12,95
1.5179792497532472,0.27807486631016043,0.9285714285714286,0.4279835390946502,0.37668161434977576,156,405,12,96
1.517740097098591,0.2767857142857143,0.9226190476190477,0.4258241758241759,0.37518684603886404,155,405,13,96
1.5127239611151364,0.2772808586762075,0.9226190476190477,0.4264099037138927,0.3766816143497757,155,404,13,97
1.5063846337870148,0.2777777777777778,0.9226190476190477,0.4269972451790634,0.3781763826606876,155,403,13,98
1.5053278801722474,0.27827648114901254,0.9226190476190477,0.42758620689655163,0.3796711509715994,155,402,13,99
1.505032105905392,0.27697841726618705,0.9166666666666666,0.42541436464088395,0.3781763826606876,154,402,14,99
1.5014183917283397,0.2774774774774775,0.9166666666666666,0.4260027662517289,0.3796711509715995,154,401,14,100
1.4993779893892754,0.2779783393501805,0.9166666666666666,0.42659279778393344,0.3811659192825112,154,400,14,101
1.4937109727184827,0.27848101265822783,0.9166666666666666,0.42718446601941745,0.3826606875934229,154,399,14,102
1.4896211267722939,0.27898550724637683,0.9166666666666666,0.4277777777777778,0.3841554559043349,154,398,14,103
1.4823075746477177,0.279491833030853,0.9166666666666666,0.42837273991655084,0.38565022421524664,154,397,14,104
1.4792121490906807,0.28,0.9166666666666666,0.4289693593314763,0.3871449925261585,154,396,14,105
1.4752177178500971,0.28051001821493626,0.9166666666666666,0.4295676429567643,0.38863976083707036,154,395,14,106
1.4745661011545597,0.28102189781021897,0.9166666666666666,0.4301675977653632,0.3901345291479821,154,394,14,107
1.473355067219421,0.28153564899451555,0.9166666666666666,0.4307692307692307,0.39162929745889385,154,393,14,108
1.4577736163719777,0.2802197802197802,0.9107142857142857,0.4285714285714286,0.3901345291479821,153,393,15,108
1.4557238786260696,0.28073394495412846,0.9107142857142857,0.42917251051893407,0.39162929745889385,153,392,15,109
1.4451806025753868,0.28125,0.9107142857142857,0.42977528089887646,0.3931240657698057,153,391,15,110
1.4417690993070817,0.281767955801105,0.9107142857142857,0.43037974683544306,0.39461883408071746,153,390,15,111
1.437537964480575,0.2822878228782288,0.9107142857142857,0.4309859154929578,0.3961136023916293,153,389,15,112
